Date,City,State,PM2.5,PM10,NO2,SO2,CO,O3,AQI
2023-10-30,Kolkata,West Bengal,70.48,113.83,36.23,17.22,1.1,48.86,117.46
2023-10-30,Chennai,Tamil Nadu,10,73.89,23.67,8.46,0.47,60.54,73.89
2023-10-30,Bangalore,Karnataka,10,110.45,41.15,16.31,1.01,58.3,110.45
2023-10-30,Hyderabad,Telangana,55.19,139.85,29.02,13.38,1.04,52.79,139.85
2023-10-30,Ahmedabad,Gujarat,75.48,100.82,49.71,11.18,1.18,48.17,125.8
2023-10-30,Pune,Maharashtra,34.03,92.39,25.9,17.73,0.63,60.26,92.39
2023-10-30,Jaipur,Rajasthan,82.96,132.65,41.99,13.63,1.28,41.23,138.27
2023-10-30,Lucknow,Uttar Pradesh,63.92,152.66,47.59,19.09,1.56,45.07,152.66
2023-10-31,Delhi,Delhi,83.02,143.78,36.95,17.01,1.25,54.88,143.78
2023-10-31,Mumbai,Maharashtra,43.21,105.07,27.6,5.68,1.03,45.72,105.07
2023-10-31,Kolkata,West Bengal,76.59,112.25,31.34,14.71,1.1,35.04,127.65
2023-10-31,Chennai,Tamil Nadu,52.12,81.38,38.87,14.43,0.62,55.67,86.86
2023-10-31,Bangalore,Karnataka,39.1,137.66,25.64,7.26,0.45,55.23,137.66
2023-10-31,Hyderabad,Telangana,63.12,85.59,28.81,15.73,0.93,60.98,105.19
2023-10-31,Ahmedabad,Gujarat,62.22,135.14,35.22,12.84,0.95,52.72,135.14
2023-10-31,Pune,Maharashtra,58.36,110.95,22.52,13.37,0.46,69.55,110.95
2023-10-31,Jaipur,Rajasthan,74.05,135.18,31.84,13.45,0.89,54.94,135.18
2023-10-31,Lucknow,Uttar Pradesh,,149.47,34.66,17.51,1.46,57.4,149.47
2023-11-01,Delhi,Delhi,70.4,175.68,37.63,18.69,1.16,53.56,175.68
2023-11-01,Mumbai,Maharashtra,64.4,118.74,24.4,15.3,0.86,49.3,118.74
2023-11-01,Kolkata,West Bengal,51.57,119.88,41.46,12.56,1.03,42.38,119.88
2023-11-01,Chennai,Tamil Nadu,64.39,94.53,44.69,10.74,0.47,59.29,107.31
2023-11-01,Bangalore,Karnataka,22.04,83.71,40.42,9.51,0.63,59.61,83.71
2023-11-01,Hyderabad,Telangana,58.8,72.74,28.42,9.86,0.56,55.56,98.0
2023-11-01,Ahmedabad,Gujarat,62.95,115.63,55.44,9.58,1.18,47.71,115.63
2023-11-01,Pune,Maharashtra,48.94,103.27,40.03,15.82,0.57,65.38,103.27
2023-11-01,Jaipur,Rajasthan,56.07,156.43,45.47,11.27,0.91,45.98,156.43
2023-11-01,Lucknow,Uttar Pradesh,73.84,159.06,46.76,19.02,0.99,50.59,159.06
2023-11-02,Delhi,Delhi,126.73,132.08,38.53,14.02,1.05,53.19,211.21
2023-11-02,Mumbai,Maharashtra,50.01,69.77,37.24,12.62,0.6,39.11,83.36
2023-11-02,Kolkata,West Bengal,43.03,138.01,40.6,16.65,1.07,62.78,138.01
2023-11-02,Chennai,Tamil Nadu,21.01,105.07,37.18,17.92,0.55,63.17,105.07
2023-11-02,Bangalore,Karnataka,27.51,92.26,30.82,14.87,0.6,51.92,92.26
2023-11-02,Hyderabad,Telangana,50.14,126.04,34.31,7.79,0.73,44.65,126.04
2023-11-02,Ahmedabad,Gujarat,64.17,132.8,53.96,15.25,0.89,48.07,132.8
2023-11-02,Pune,Maharashtra,52.13,149.48,41.35,10.65,0.69,65.47,149.48
2023-11-02,Jaipur,Rajasthan,71.22,,52.49,8.38,0.92,45.78,118.69
2023-11-02,Lucknow,Uttar Pradesh,102.25,,36.86,8.22,1.06,48.86,170.42
2023-11-03,Delhi,Delhi,68.47,169.11,44.47,18.28,1.44,53.8,169.11
2023-11-03,Mumbai,Maharashtra,76.39,112.57,33.15,14.02,0.58,53.49,127.32
2023-11-03,Kolkata,West Bengal,59.91,144.17,45.37,12.12,1.0,51.43,144.17
2023-11-03,Chennai,Tamil Nadu,43.75,58.34,32.14,11.19,0.57,62.55,72.91
2023-11-03,Bangalore,Karnataka,44.86,148.26,25.78,3,0.21,71.48,148.26
2023-11-03,Hyderabad,Telangana,30.23,94.48,34.06,11.55,0.48,57.59,94.48
2023-11-03,Ahmedabad,Gujarat,39.8,139.49,44.44,11.48,0.8,52.93,139.49
2023-11-03,Pune,Maharashtra,36.13,101.73,41.78,7.28,0.7,55.18,101.73
2023-11-03,Jaipur,Rajasthan,93.86,136.72,43.32,15.85,1.01,62.38,156.43
2023-11-03,Lucknow,Uttar Pradesh,,174.06,40.54,12.59,0.89,52.05,174.06
2023-11-04,Delhi,Delhi,59.25,130.63,21.0,14.0,0.55,56.43,130.63
2023-11-04,Mumbai,Maharashtra,33.89,,34.79,7.05,0.26,52.24,56.48
2023-11-04,Kolkata,West Bengal,47.1,74.13,18.52,14.11,0.72,68.55,78.51
2023-11-04,Chennai,Tamil Nadu,53.33,28.44,6.51,5.95,0.27,51.55,88.88
2023-11-04,Bangalore,Karnataka,54.98,63.51,23.62,18.24,0.45,68.58,91.64
2023-11-04,Hyderabad,Telangana,24.65,95.45,23.64,18.63,0.73,54.31,95.45
2023-11-04,Ahmedabad,Gujarat,33.4,70.88,27.98,17.56,0.82,55.76,70.88
2023-11-04,Pune,Maharashtra,35.6,74.8,16.55,12.43,0.64,67.24,74.8
2023-11-04,Jaipur,Rajasthan,37.65,154.21,24.33,17.94,0.91,41.4,154.21
2023-11-04,Lucknow,Uttar Pradesh,69.22,101.44,33.05,13.74,1.03,56.69,115.37
2023-11-05,Delhi,Delhi,84.64,114.06,39.81,18.01,0.55,60.74,141.07
2023-11-05,Mumbai,Maharashtra,46.66,135.38,31.33,18.24,0.86,43.69,135.38
2023-11-05,Kolkata,West Bengal,41.12,109.14,21.44,13.95,0.36,59.8,109.14
2023-11-05,Chennai,Tamil Nadu,38.7,78.04,14.14,5.78,0.43,65.68,78.04
2023-11-05,Bangalore,Karnataka,15.1,47.7,33.21,4.35,0.39,59.39,59.39
2023-11-05,Hyderabad,Telangana,15.39,73.53,16.19,11.85,0.77,65.54,73.53
2023-11-05,Ahmedabad,Gujarat,18.82,100.38,28.96,14.27,0.72,52.43,100.38
2023-11-05,Pune,Maharashtra,52.33,75.78,28.0,11.25,0.1,60.27,87.21
2023-11-05,Jaipur,Rajasthan,42.81,113.13,19.67,13.3,0.97,53.99,113.13
2023-11-05,Lucknow,Uttar Pradesh,76.63,81.37,30.75,15.73,0.78,54.51,127.72
2023-11-06,Delhi,Delhi,92.96,149.77,51.5,18.0,1.45,52.76,154.94
2023-11-06,Mumbai,Maharashtra,68.13,89.69,23.22,16.4,1.06,54.44,113.56
2023-11-06,Kolkata,West Bengal,57.05,83.4,50.5,11.33,1.03,52.23,95.09
2023-11-06,Chennai,Tamil Nadu,54.42,80.99,20.93,3.43,0.39,55.91,90.71
2023-11-06,Bangalore,Karnataka,31.34,128.53,35.69,7.92,0.39,74.57,128.53
2023-11-06,Hyderabad,Telangana,52.8,67.5,37.23,10.24,0.26,57.05,88.0
2023-11-06,Ahmedabad,Gujarat,69.83,113.99,38.37,13.66,1.74,48.46,116.38
2023-11-06,Pune,Maharashtra,46.22,106.9,40.56,5.96,0.67,55.19,106.9
2023-11-06,Jaipur,Rajasthan,59.25,109.45,32.0,14.27,1.02,54.91,109.45
2023-11-06,Lucknow,Uttar Pradesh,94.38,167.01,46.56,12.52,1.07,50.3,167.01
2023-11-07,Delhi,Delhi,78.11,148.83,57.7,12.95,1.13,43.02,148.83
2023-11-07,Mumbai,Maharashtra,66.79,145.77,29.73,17.7,0.74,48.7,145.77
2023-11-07,Kolkata,West Bengal,51.29,210.92,27.31,19.82,1.2,54.92,210.92
2023-11-07,Chennai,Tamil Nadu,46.38,110.65,26.1,11.92,0.55,55.56,110.65
2023-11-07,Bangalore,Karnataka,33.07,102.37,17.34,12.96,0.35,53.67,102.37
2023-11-07,Hyderabad,Telangana,46.35,106.54,49.44,14.2,1.16,54.4,106.54
2023-11-07,Ahmedabad,Gujarat,80.93,137.04,31.73,14.08,0.92,35.66,137.04
2023-11-07,Pune,Maharashtra,50.5,108.0,40.72,14.93,0.95,62.99,108.0
2023-11-07,Jaipur,Rajasthan,70.15,126.36,45.21,15.93,1.0,38.76,126.36
2023-11-07,Lucknow,Uttar Pradesh,69.58,203.91,45.64,11.63,1.06,50.39,203.91
2023-11-08,Delhi,Delhi,91.36,201.72,57.59,17.86,1.4,56.13,201.72
2023-11-08,Mumbai,Maharashtra,72.23,78.52,37.06,12.31,1.22,50.17,120.39
2023-11-08,Kolkata,West Bengal,59.2,152.42,35.54,17.43,0.79,58.02,152.42
2023-11-08,Chennai,Tamil Nadu,65.51,94.35,13.89,15.49,1.17,64.26,109.18
2023-11-08,Bangalore,Karnataka,60.46,122.04,24.04,8.24,0.1,64.29,122.04
2023-11-08,Hyderabad,Telangana,57.72,96.58,37.42,9.14,0.81,56.41,96.58
2023-11-08,Ahmedabad,Gujarat,94.62,104.78,34.96,3.58,1.11,52.46,157.7
2023-11-08,Pune,Maharashtra,77.97,152.08,37.47,11.36,0.74,61.06,152.08
2023-11-08,Jaipur,Rajasthan,98.54,158.69,11.45,15.06,1.18,49.84,164.23
2023-11-08,Lucknow,Uttar Pradesh,75.57,136.57,49.13,20.46,1.22,57.05,136.57
2023-11-09,Delhi,Delhi,107.26,151.44,30.09,18.86,1.39,48.0,178.76
2023-11-09,Mumbai,Maharashtra,67.14,129.86,22.17,10.94,0.82,51.48,129.86
2023-11-09,Kolkata,West Bengal,42.26,123.05,40.57,16.25,0.87,44.77,123.05
2023-11-09,Chennai,Tamil Nadu,32.75,98.2,24.3,17.42,1.1,59.76,98.2
2023-11-09,Bangalore,Karnataka,59.13,147.76,34.83,8.13,0.61,59.8,147.76
2023-11-09,Hyderabad,Telangana,39.5,78.5,39.39,10.56,0.96,61.82,78.5
2023-11-09,Ahmedabad,Gujarat,,139.41,42.01,7.9,0.84,40.0,139.41
2023-11-09,Pune,Maharashtra,49.24,77.08,25.31,11.61,0.49,58.87,82.07
2023-11-09,Jaipur,Rajasthan,49.78,185.02,36.84,13.51,0.94,51.19,185.02
2023-11-09,Lucknow,Uttar Pradesh,107.53,204.65,37.86,19.27,1.31,49.76,204.65
2023-11-10,Delhi,Delhi,103.27,217.89,50.6,16.66,1.35,57.81,217.89
2023-11-10,Mumbai,Maharashtra,54.35,100.94,20.75,7.12,0.54,47.98,100.94
2023-11-10,Kolkata,West Bengal,29.04,138.22,38.87,12.9,1.06,62.39,138.22
2023-11-10,Chennai,Tamil Nadu,39.82,,39.52,3.48,0.58,59.42,66.37
2023-11-10,Bangalore,Karnataka,23.87,69.63,28.02,15.2,0.88,62.39,69.63
2023-11-10,Hyderabad,Telangana,39.78,144.14,40.55,11.38,0.94,60.83,144.14
2023-11-10,Ahmedabad,Gujarat,85.57,132.0,43.16,12.22,1.43,50.44,142.62
2023-11-10,Pune,Maharashtra,69.66,96.44,28.23,11.8,0.95,55.28,116.1
2023-11-10,Jaipur,Rajasthan,28.42,172.49,42.84,20.36,0.93,47.81,172.49
2023-11-10,Lucknow,Uttar Pradesh,88.6,128.22,35.52,21.64,0.9,67.45,147.67
2023-11-11,Delhi,Delhi,58.36,,42.38,19.69,0.67,60.28,97.27
2023-11-11,Mumbai,Maharashtra,41.01,93.98,30.39,7.81,0.5,47.2,93.98
2023-11-11,Kolkata,West Bengal,34.26,97.74,39.71,11.55,0.96,50.71,97.74
2023-11-11,Chennai,Tamil Nadu,50.9,79.87,20.46,7.5,0.24,58.38,84.83
2023-11-11,Bangalore,Karnataka,25.29,59.73,25.51,3,0.82,63.61,63.61
2023-11-11,Hyderabad,Telangana,36.99,94.02,17.8,13.73,0.8,70.05,94.02
2023-11-11,Ahmedabad,Gujarat,51.59,117.16,35.02,12.67,0.47,51.87,117.16
2023-11-11,Pune,Maharashtra,37.4,36.42,27.19,14.79,0.28,53.41,62.33
2023-11-11,Jaipur,Rajasthan,59.2,137.98,29.6,13.63,0.81,44.28,137.98
2023-11-11,Lucknow,Uttar Pradesh,43.76,133.7,31.4,13.69,0.75,52.2,133.7
2023-11-12,Delhi,Delhi,68.4,154.08,38.67,23.71,0.98,54.59,154.08
2023-11-12,Mumbai,Maharashtra,66.97,46.63,26.5,13.22,0.66,55.22,111.61
2023-11-12,Kolkata,West Bengal,58.05,65.54,32.47,15.83,0.48,43.56,96.75
2023-11-12,Chennai,Tamil Nadu,70.27,50.63,25.79,11.92,0.23,59.95,117.11
2023-11-12,Bangalore,Karnataka,29.14,70.53,12.05,7.5,0.7,64.18,70.53
2023-11-12,Hyderabad,Telangana,46.62,,36.0,14.83,0.75,45.66,77.71
2023-11-12,Ahmedabad,Gujarat,75.92,137.18,30.82,11.07,0.82,49.39,137.18
2023-11-12,Pune,Maharashtra,42.28,71.33,16.29,11.22,0.57,54.47,71.33
2023-11-12,Jaipur,Rajasthan,39.3,128.21,28.81,25.14,0.4,49.92,128.21
2023-11-12,Lucknow,Uttar Pradesh,69.24,134.91,27.4,19.16,0.91,48.32,134.91
2023-11-13,Delhi,Delhi,71.14,164.42,49.83,13.02,1.22,47.6,164.42
2023-11-13,Mumbai,Maharashtra,82.51,66.09,35.24,9.17,1.0,41.8,137.52
2023-11-13,Kolkata,West Bengal,66.25,146.22,39.18,7.68,0.93,50.6,146.22
2023-11-13,Chennai,Tamil Nadu,62.9,76.43,25.84,14.37,0.83,53.91,104.84
2023-11-13,Bangalore,Karnataka,63.35,71.03,21.0,9.72,0.5,59.65,105.59
2023-11-13,Hyderabad,Telangana,69.29,103.26,25.35,13.18,0.95,55.38,115.48
2023-11-13,Ahmedabad,Gujarat,86.35,113.08,44.5,15.41,1.19,60.7,143.92
2023-11-13,Pune,Maharashtra,49.11,82.28,29.05,13.23,0.53,58.01,82.28
2023-11-13,Jaipur,Rajasthan,71.3,,38.37,11.32,1.45,40.62,118.83
2023-11-13,Lucknow,Uttar Pradesh,80.13,187.57,39.73,16.61,1.18,46.05,187.57
2023-11-14,Delhi,Delhi,90.75,211.53,45.73,22.83,1.36,58.08,211.53
2023-11-14,Mumbai,Maharashtra,87.65,147.96,23.1,11.74,0.87,60.03,147.96
2023-11-14,Kolkata,West Bengal,55.8,116.55,56.48,18.37,1.18,45.76,116.55
2023-11-14,Chennai,Tamil Nadu,26.06,103.36,37.7,13.18,0.29,46.18,103.36
2023-11-14,Bangalore,Karnataka,49.17,87.64,32.94,12.21,1.03,57.72,87.64
2023-11-14,Hyderabad,Telangana,59.34,77.31,26.52,5.99,0.62,49.01,98.91
2023-11-14,Ahmedabad,Gujarat,77.59,148.64,46.65,5.17,1.15,55.63,148.64
2023-11-14,Pune,Maharashtra,31.84,62.82,43.32,9.94,1.38,61.17,69.02
2023-11-14,Jaipur,Rajasthan,109.08,157.17,50.06,12.49,0.69,43.28,181.8
2023-11-14,Lucknow,Uttar Pradesh,82.43,,33.57,15.09,0.97,52.78,137.38
2023-11-15,Delhi,Delhi,89.0,191.53,80.61,19.16,1.36,47.09,191.53
2023-11-15,Mumbai,Maharashtra,65.77,111.88,24.51,12.75,0.83,46.09,111.88
2023-11-15,Kolkata,West Bengal,79.37,95.84,49.05,17.75,0.78,60.35,132.28
2023-11-15,Chennai,Tamil Nadu,47.78,121.18,31.77,9.99,0.71,60.75,121.18
2023-11-15,Bangalore,Karnataka,40.07,105.74,12.69,11.02,0.76,57.22,105.74
2023-11-15,Hyderabad,Telangana,51.04,53.16,40.5,12.15,0.33,53.96,85.06
2023-11-15,Ahmedabad,Gujarat,76.64,149.61,40.45,8.03,1.18,54.67,149.61
2023-11-15,Pune,Maharashtra,17.01,107.31,34.97,5.96,0.43,53.48,107.31
2023-11-15,Jaipur,Rajasthan,,130.19,25.4,8.65,1.14,49.7,130.19
2023-11-15,Lucknow,Uttar Pradesh,54.46,198.92,32.69,15.39,1.03,44.54,198.92
2023-11-16,Delhi,Delhi,95.32,214.52,49.6,16.84,1.53,48.57,214.52
2023-11-16,Mumbai,Maharashtra,69.74,112.07,19.22,15.01,1.11,50.77,116.23
2023-11-16,Kolkata,West Bengal,50.76,134.75,31.79,14.06,0.74,48.81,134.75
2023-11-16,Chennai,Tamil Nadu,46.56,101.24,42.89,13.83,1.11,63.12,101.24
2023-11-16,Bangalore,Karnataka,24.61,78.82,17.39,5.94,0.36,60.95,78.82
2023-11-16,Hyderabad,Telangana,71.69,119.4,40.57,20.76,0.73,59.0,119.48
2023-11-16,Ahmedabad,Gujarat,62.44,102.09,26.66,9.39,1.26,53.51,104.07
2023-11-16,Pune,Maharashtra,49.49,83.48,32.68,12.03,0.83,66.72,83.48
2023-11-16,Jaipur,Rajasthan,79.94,160.63,,15.12,1.11,42.75,160.63
2023-11-16,Lucknow,Uttar Pradesh,114.15,217.62,51.37,11.24,0.98,49.55,217.62
2023-11-17,Delhi,Delhi,59.6,215.22,50.12,13.85,1.38,45.87,215.22
2023-11-17,Mumbai,Maharashtra,75.67,136.89,27.98,11.96,0.82,51.27,136.89
2023-11-17,Kolkata,West Bengal,94.81,170.15,42.53,10.77,1.08,55.79,170.15
2023-11-17,Chennai,Tamil Nadu,22.44,121.45,17.14,14.41,0.58,59.41,121.45
2023-11-17,Bangalore,Karnataka,24.85,70.42,30.58,14.79,0.41,56.47,70.42
2023-11-17,Hyderabad,Telangana,79.37,129.54,32.77,8.86,0.39,51.0,132.28
2023-11-17,Ahmedabad,Gujarat,57.18,185.73,55.21,10.4,1.25,57.86,185.73
2023-11-17,Pune,Maharashtra,43.16,89.7,42.93,11.54,0.73,65.27,89.7
2023-11-17,Jaipur,Rajasthan,59.63,158.24,33.58,18.48,1.15,49.53,158.24
2023-11-17,Lucknow,Uttar Pradesh,119.03,201.77,58.87,17.23,1.24,56.49,201.77
2023-11-18,Delhi,Delhi,52.47,115.28,31.6,16.8,0.81,52.84,115.28
2023-11-18,Mumbai,Maharashtra,10,103.84,20.91,11.34,0.73,43.44,103.84
2023-11-18,Kolkata,West Bengal,59.24,123.32,26.26,16.23,0.85,47.83,123.32
2023-11-18,Chennai,Tamil Nadu,72.86,112.03,10.94,7.27,0.47,60.85,121.43
2023-11-18,Bangalore,Karnataka,39.53,111.99,21.33,11.77,0.58,59.8,111.99
2023-11-18,Hyderabad,Telangana,,67.18,23.28,23.08,0.68,53.47,67.18
2023-11-18,Ahmedabad,Gujarat,52.54,116.6,46.68,17.11,0.84,53.86,116.6
2023-11-18,Pune,Maharashtra,25.36,95.5,23.29,14.04,0.36,51.61,95.5
2023-11-18,Jaipur,Rajasthan,80.16,115.34,43.14,17.45,0.82,51.22,133.6
2023-11-18,Lucknow,Uttar Pradesh,71.85,,30.88,24.84,0.92,48.03,119.74
2023-11-19,Delhi,Delhi,66.73,164.72,34.76,12.8,0.98,43.77,164.72
2023-11-19,Mumbai,Maharashtra,65.72,104.65,20.03,15.84,0.93,47.23,109.53
2023-11-19,Kolkata,West Bengal,60.84,118.81,25.98,16.53,0.63,54.4,118.81
2023-11-19,Chennai,Tamil Nadu,18.34,46.78,5,13.08,0.55,53.7,53.7
2023-11-19,Bangalore,Karnataka,53.08,71.61,22.42,15.06,0.52,61.09,88.47
2023-11-19,Hyderabad,Telangana,54.22,48.14,27.66,22.32,0.31,53.33,90.37
2023-11-19,Ahmedabad,Gujarat,59.94,123.53,36.6,17.73,0.65,42.06,123.53
2023-11-19,Pune,Maharashtra,59.66,49.71,34.01,13.82,0.56,60.15,99.43
2023-11-19,Jaipur,Rajasthan,69.14,181.74,30.18,12.71,1.13,45.95,181.74
2023-11-19,Lucknow,Uttar Pradesh,55.88,120.78,45.12,22.28,0.97,52.95,120.78
2023-11-20,Delhi,Delhi,80.9,184.24,50.16,20.31,1.33,60.19,184.24
2023-11-20,Mumbai,Maharashtra,59.31,128.5,32.99,10.06,1.08,51.93,128.5
2023-11-20,Kolkata,West Bengal,63.56,153.98,54.62,10.52,1.05,57.49,153.98
2023-11-20,Chennai,Tamil Nadu,47.78,70.02,43.7,14.83,0.57,41.75,79.63
2023-11-20,Bangalore,Karnataka,39.43,134.07,33.31,14.52,0.67,69.94,134.07
2023-11-20,Hyderabad,Telangana,46.82,109.92,35.73,9.48,0.61,54.48,109.92
2023-11-20,Ahmedabad,Gujarat,59.11,129.36,37.38,17.73,1.02,52.34,129.36
2023-11-20,Pune,Maharashtra,42.07,93.11,33.35,10.1,1.16,56.31,93.11
2023-11-20,Jaipur,Rajasthan,72.39,155.68,48.67,26.92,1.15,52.19,155.68
2023-11-20,Lucknow,Uttar Pradesh,68.29,188.22,50.86,13.99,1.14,49.2,188.22
2023-11-21,Delhi,Delhi,118.41,219.6,45.96,18.79,1.59,62.13,219.6
2023-11-21,Mumbai,Maharashtra,45.79,97.96,31.93,16.61,0.79,48.89,97.96
2023-11-21,Kolkata,West Bengal,84.0,152.21,54.35,10.84,1.03,54.75,152.21
2023-11-21,Chennai,Tamil Nadu,46.27,111.41,27.3,15.95,0.96,61.98,111.41
2023-11-21,Bangalore,Karnataka,54.47,98.24,33.53,16.33,0.91,60.2,98.24
2023-11-21,Hyderabad,Telangana,65.77,104.96,47.62,3,0.94,47.14,109.61
2023-11-21,Ahmedabad,Gujarat,55.24,142.97,,11.77,1.08,44.11,142.97
2023-11-21,Pune,Maharashtra,41.44,87.16,29.7,22.35,0.61,58.81,87.16
2023-11-21,Jaipur,Rajasthan,75.06,186.77,56.28,14.51,0.92,40.67,186.77
2023-11-21,Lucknow,Uttar Pradesh,109.58,181.7,38.27,15.78,1.34,61.18,182.63
2023-11-22,Delhi,Delhi,106.48,176.91,59.36,21.71,1.02,44.11,177.46
2023-11-22,Mumbai,Maharashtra,74.65,144.04,42.52,14.68,0.89,46.08,144.04
2023-11-22,Kolkata,West Bengal,78.03,166.7,59.64,12.1,1.09,48.41,166.7
2023-11-22,Chennai,Tamil Nadu,69.58,72.78,39.89,11.23,0.9,54.81,115.96
2023-11-22,Bangalore,Karnataka,68.92,69.78,25.98,9.5,0.37,51.47,114.87
2023-11-22,Hyderabad,Telangana,53.32,113.98,,12.38,0.65,54.89,113.98
2023-11-22,Ahmedabad,Gujarat,50.81,144.82,29.58,14.0,0.85,38.93,144.82
2023-11-22,Pune,Maharashtra,45.61,108.9,35.47,11.89,0.57,62.01,108.9
2023-11-22,Jaipur,Rajasthan,83.3,128.48,62.9,16.75,1.16,44.13,138.83
2023-11-22,Lucknow,Uttar Pradesh,75.41,191.51,49.13,15.9,1.67,47.01,191.51
2023-11-23,Delhi,Delhi,86.94,175.26,47.89,16.91,1.54,42.04,175.26
2023-11-23,Mumbai,Maharashtra,85.66,149.83,52.94,11.96,0.57,39.89,149.83
2023-11-23,Kolkata,West Bengal,88.69,124.16,39.74,9.85,0.79,35.65,147.82
2023-11-23,Chennai,Tamil Nadu,45.52,85.39,35.39,11.51,0.88,53.29,85.39
2023-11-23,Bangalore,Karnataka,42.27,71.22,33.42,13.03,0.46,68.1,71.22
2023-11-23,Hyderabad,Telangana,33.39,117.09,31.42,9.62,0.59,54.24,117.09
2023-11-23,Ahmedabad,Gujarat,82.3,99.26,38.03,19.44,1.07,55.03,137.17
2023-11-23,Pune,Maharashtra,19.28,107.96,,6.81,0.68,63.72,107.96
2023-11-23,Jaipur,Rajasthan,97.23,162.63,38.11,18.3,1.5,44.0,162.63
2023-11-23,Lucknow,Uttar Pradesh,73.26,182.57,58.93,23.64,1.17,54.61,182.57
2023-11-24,Delhi,Delhi,114.96,220.58,55.58,18.97,1.08,50.3,220.58
2023-11-24,Mumbai,Maharashtra,42.07,128.91,43.32,18.68,1.0,44.29,128.91
2023-11-24,Kolkata,West Bengal,61.02,161.16,48.31,25.98,1.09,50.99,161.16
2023-11-24,Chennai,Tamil Nadu,45.97,107.23,41.27,15.74,0.81,53.62,107.23
2023-11-24,Bangalore,Karnataka,51.0,50.33,28.69,11.21,0.64,55.37,84.99
2023-11-24,Hyderabad,Telangana,56.02,134.5,43.28,16.12,0.81,61.65,134.5
2023-11-24,Ahmedabad,Gujarat,70.91,123.61,45.67,17.58,0.98,46.88,123.61
2023-11-24,Pune,Maharashtra,70.13,145.15,28.02,7.01,0.42,57.31,145.15
2023-11-24,Jaipur,Rajasthan,89.96,142.02,59.31,14.67,1.08,48.81,149.93
2023-11-24,Lucknow,Uttar Pradesh,128.74,146.55,43.95,22.36,1.06,50.84,214.57
2023-11-25,Delhi,Delhi,56.07,170.34,37.13,16.54,0.9,49.64,170.34
2023-11-25,Mumbai,Maharashtra,25.69,61.55,38.53,13.25,0.57,50.24,61.55
2023-11-25,Kolkata,West Bengal,60.64,70.13,34.97,15.03,0.95,52.74,101.07
2023-11-25,Chennai,Tamil Nadu,64.65,26.96,24.4,7.02,0.54,57.51,107.75
2023-11-25,Bangalore,Karnataka,28.6,109.22,24.89,19.17,0.63,65.34,109.22
2023-11-25,Hyderabad,Telangana,46.44,73.57,29.79,8.44,0.2,49.24,77.41
2023-11-25,Ahmedabad,Gujarat,62.21,118.52,35.36,17.02,0.89,43.06,118.52
2023-11-25,Pune,Maharashtra,44.81,88.64,22.76,14.7,0.57,63.08,88.64
2023-11-25,Jaipur,Rajasthan,44.15,173.52,31.35,17.65,0.96,49.26,173.52
2023-11-25,Lucknow,Uttar Pradesh,62.9,176.98,44.91,18.34,1.1,45.25,176.98
2023-11-26,Delhi,Delhi,82.57,81.74,27.73,8.11,0.97,45.39,137.62
2023-11-26,Mumbai,Maharashtra,32.09,135.29,41.85,9.6,0.5,46.25,135.29
2023-11-26,Kolkata,West Bengal,45.4,,14.7,18.1,0.78,41.14,75.67
2023-11-26,Chennai,Tamil Nadu,20.92,124.04,35.79,13.91,0.59,59.41,124.04
2023-11-26,Bangalore,Karnataka,39.52,59.82,25.14,14.48,0.39,66.02,66.02
2023-11-26,Hyderabad,Telangana,57.37,93.27,36.81,12.91,0.51,54.59,95.61
2023-11-26,Ahmedabad,Gujarat,58.8,135.52,22.78,20.51,0.92,50.04,135.52
2023-11-26,Pune,Maharashtra,21.2,92.05,25.37,16.66,0.51,56.1,92.05
2023-11-26,Jaipur,Rajasthan,52.27,115.32,57.94,15.37,0.86,56.3,115.32
2023-11-26,Lucknow,Uttar Pradesh,61.59,126.61,27.43,15.13,0.85,47.44,126.61
2023-11-27,Delhi,Delhi,110.41,179.13,47.43,24.18,1.25,47.14,184.02
2023-11-27,Mumbai,Maharashtra,,111.99,46.13,14.56,0.9,49.88,111.99
2023-11-27,Kolkata,West Bengal,40.51,187.69,52.84,12.48,1.37,57.59,187.69
2023-11-27,Chennai,Tamil Nadu,40.28,144.22,27.48,11.35,0.75,57.61,144.22
2023-11-27,Bangalore,Karnataka,33.86,114.2,21.68,14.2,0.58,70.56,114.2
2023-11-27,Hyderabad,Telangana,51.5,,47.77,12.01,0.66,57.86,85.84
2023-11-27,Ahmedabad,Gujarat,,,56.11,19.32,1.54,38.17,76.87
2023-11-27,Pune,Maharashtra,13.99,90.46,40.8,16.13,0.81,55.69,90.46
2023-11-27,Jaipur,Rajasthan,104.01,212.6,37.39,13.69,1.41,49.52,212.6
2023-11-27,Lucknow,Uttar Pradesh,93.75,178.46,50.81,16.48,1.26,47.49,178.46
2023-11-28,Delhi,Delhi,72.4,155.17,52.68,13.56,1.43,43.88,155.17
2023-11-28,Mumbai,Maharashtra,75.5,125.56,35.17,15.03,0.79,46.6,125.83
2023-11-28,Kolkata,West Bengal,74.14,134.33,48.54,7.6,0.77,47.63,134.33
2023-11-28,Chennai,Tamil Nadu,57.23,86.49,46.64,8.5,0.99,49.5,95.39
2023-11-28,Bangalore,Karnataka,42.53,104.19,22.0,13.59,0.31,49.27,104.19
2023-11-28,Hyderabad,Telangana,34.73,154.51,29.1,3.53,0.94,43.5,154.51
